Name,Price,Rating,Brand,Gender,ProductType,Fragrance_family,Character,Ingredients,Concentration,Top_note,Middle_note,Base_note,Size,Year
Beyonce Rise Beyonce,151 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Beyonce Midnight Heat,157 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Hayari Goldy,800 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Givenchy Dahlia Divin Eau Initiale,432 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Estée Lauder White Linen,295 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Elizabeth Arden Red Door,141 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Balmain Extatic,233 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
DKNY Nectar Love,251 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Azzaro Mademoiselle L'Eau Tres Belle,456 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Azzaro Mademoiselle,217 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Dolce & Gabbana Pour Femme,269 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Aigner Starlight Gold,196 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Adrienne Vittadini AV,131 SAR,Dior,none,Women,Perfume,Perfume,Feminine,Floral,50 ml,2004,"Ylang-ylang,Damask rose,Jasmine sambac, Sandalwood",Eau de Parfum,Ylang-ylang,Damask rose
Chanel Chance EDP,542 SAR,Chanel,5,Women,Perfume,Perfume,Feminine,Floral,100 ml,2003,"pink pepper, lemon, pine apple, hyacinth, jasmine, iris, amber, patchouli, vetiver, white musk.",Eau de Parfum,"pink pepper, lemon, pine apple","hyacinth, jasmine, iris"
Chanel Coco Noir,542 SAR,Chanel,none,Women,Perfume,Perfume,Feminine,Floral,100 ml,2003,"pink pepper, lemon, pine apple, hyacinth, jasmine, iris, amber, patchouli, vetiver, white musk.",Eau de Parfum,"pink pepper, lemon, pine apple","hyacinth, jasmine, iris"
Chanel Coco EDP,542 SAR,Chanel,none,Women,Perfume,Perfume,Feminine,Floral,100 ml,2003,"pink pepper, lemon, pine apple, hyacinth, jasmine, iris, amber, patchouli, vetiver, white musk.",Eau de Parfum,"pink pepper, lemon, pine apple","hyacinth, jasmine, iris"
Chanel N°5 EDP,1150 SAR,Chanel,none,Women,Perfume,Perfume,Feminine,Floral,100 ml,2003,"pink pepper, lemon, pine apple, hyacinth, jasmine, iris, amber, patchouli, vetiver, white musk.",Eau de Parfum,"pink pepper, lemon, pine apple","hyacinth, jasmine, iris"
Cartier La Panthere,431 SAR,Cartier,5,Women,Perfume,Perfume,Feminine,Floral,75 ml,2014,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits,Gardenia,Oakmoss, Musk ketone",Eau de Parfum,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits",Gardenia
Giorgio Armani Acqua Di Gioia,629 SAR,Cartier,none,Women,Perfume,Perfume,Feminine,Floral,75 ml,2014,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits,Gardenia,Oakmoss, Musk ketone",Eau de Parfum,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits",Gardenia
Giorgio Armani Code Femme,587 SAR,Giorgio Armani,none,Women,Perfume,Perfume,Floral Oriental,Floral,75 ml,"Bitter Orange, Italian Orange, Sambac Jasmine",Orange Blossom Absolute,"Vanilla, Honey","Apple, Apricot, Strawberry, Rhubarb, Dry fruits",Gardenia
4711 Original,120 SAR,Giorgio Armani,none,Women,Perfume,Perfume,Floral Oriental,Floral,75 ml,"Bitter Orange, Italian Orange, Sambac Jasmine",Orange Blossom Absolute,"Vanilla, Honey","Apple, Apricot, Strawberry, Rhubarb, Dry fruits",Gardenia
Montale Intense Café,295 SAR,Montale,5,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
L'Arc Traversee Cedre D'ifrane,874 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
L'Arc Memoire Carnet De Voyage,874 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
L'Arc Evasion Digo De Havane,874 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
L'Arc Balade Tiare De Tahiti,874 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
L'Arc Aventure Jasmin De Kanak,874 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
Salvatore Ferragamo Incanto,301 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
Loewe Quizas Seduccion,494 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
Calvin Klein Euphoria Amber Gold,201 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
Xerjoff Casamorati Regio,1403 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
Victoria's Secret Bombshell,474 SAR,Montale,none,Unisex,Perfume,Extravagant,Oriental,Brown,100 ml,2013,"Floral Notes, Coffee, Rose, Amber, Vanila, White Musk",Eau de Parfum,Floral Notes,Coffee And Rose
Rihanna Reb'l Fleur,193 SAR,Rihanna,5,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Chloe Absolu Edition Limitee,469 SAR,Rihanna,none,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Boucheron Oud De Carthage,1024 SAR,Rihanna,none,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Dolce & Gabbana Dolce Garden,317 SAR,Rihanna,none,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Loewe Quizas Pasion,563 SAR,Rihanna,none,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Loewe Aura Loewe Magnetica,590 SAR,Rihanna,none,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Loewe Aura Loewe Floral,541 SAR,Rihanna,none,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Lancôme La Vie Est Belle L'Eclat,417 SAR,Rihanna,none,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Cartier Baiser Fou,279 SAR,Rihanna,none,Women,Perfume,Extravagant,Fruity,Gold,100 ml,2011,"Red Berries, Plum, Peach,Hibiscus, Coconut, Violet, Tuberose,Vanille, Amber, Patchouli, Musk",Eau de Parfum,"Red Berries, Plum, Peach","Hibiscus, Coconut, Violet, Tuberose"
Valentino Donna Hair Mist,342 SAR,Valentino,none,Women,Hair Mist,Classical,Woody,Gold,100 ml,"Bergamot ,Bulgarian Rose, Iris,Patchouli, Leather, Vanilla",Bergamot,"Bulgarian Rose, Iris","Patchouli, Leather, Vanilla","Hibiscus, Coconut, Violet, Tuberose"
Burberry My Burberry Blush,225 SAR,Burberry,3,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Thierry Mugler Angel Muse EDP,492 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Ferrari Noble Fig,124 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Dior Poison,550 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Alexandre.J The Collector Black Muscs,620 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elie Saab Essence No.7 Neroli,665 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elie Saab Essence No.9 Tubereuse,465 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elie Saab Essence No.8 Santal,613 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elie Saab Essence No.6 Vetiver,733 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elie Saab Essence No.3 Ambre,747 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elie Saab Essence No.1 Rose,623 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elie Saab Essence No.2 Gardenia,820 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Alaïa Paris Eau De Parfum,491 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Narciso Rodriguez Santal Musc Eau De Parfum Intense,795 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Lalique Terres Aromatiques Noir Premier 1905,985 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Lalique Elegance Animale Noir Premier 1989,1044 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Lalique Fleur Universelle Noir Premier 1900,985 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Lalique Rose Royale Noir Premier 1938,985 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Lalique L'origine Or Intemporel Noir Premier 1888,1094 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Lalique Nilang,111 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elizabeth Arden 5th Avenue Royale,120 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Amouage Sunshine,1301 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Paris Hilton Heiress Gift Set - EDP 100 ml + Body Lotion 90 ml + Shower Gel 90 ml + EDP 10 ml,295 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Bvlgari Le Gemme Lilaia,1352 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Bvlgari Le Gemme Calaluna,1523 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Bvlgari Le Gemme Maravilla,1523 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Boucheron Ambre D'Alexandrie,1024 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Boucheron Neroli D'Ispahan,1023 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Alexandre.J The Collector Altesse Mysore,620 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Elizabeth Arden Green Tea Bamboo,111 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Bottega Veneta Bottega Veneta,597 SAR,Burberry,none,Women,Perfume,Feminine,Floral,50 ml,2017,"Lemon, Pomegranate, Rose Petals, Green Apple, Geranium, Jasmine, Wisteria.",Eau de Parfum,"Lemon, Pomegranate","Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Thierry Mugler Miroir Des Majestes,577 SAR,Thierry Mugler,none,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2017,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,"Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Tiffany & Co. Tiffany,688 SAR,Thierry Mugler,none,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2017,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,"Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Versace Red Jeans Women,122 SAR,Thierry Mugler,none,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2017,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,"Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Van Cleef & Arpels California Reverie,732 SAR,Thierry Mugler,none,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2017,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,"Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Van Cleef & Arpels Gardenia Petale,732 SAR,Thierry Mugler,none,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2017,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,"Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Trussardi My Scent,205 SAR,Thierry Mugler,none,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2017,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,"Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Thierry Mugler Womanity,576 SAR,Thierry Mugler,none,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2017,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,"Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Salvatore Ferragamo Incanto Heaven,151 SAR,Thierry Mugler,none,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2017,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,"Rose petals, Green apple, Geranium","Jasmine, Wisteria"
Dolce & Gabbana Light Blue Eau Intense,299 SAR,Dolce&Gabbana,5,Women,Perfume,Extravagant,Floral,Blue,100 ml,2017,"Lemon, Granny Smith apple, Marigold, Jasmine, Amberwood, Musk.",Eau de Parfum,"Lemon, Granny Smith Apple","Calendula, Jasmine"
Lancome Poeme,335 SAR,Dolce&Gabbana,none,Women,Perfume,Extravagant,Floral,Blue,100 ml,2017,"Lemon, Granny Smith apple, Marigold, Jasmine, Amberwood, Musk.",Eau de Parfum,"Lemon, Granny Smith Apple","Calendula, Jasmine"
Perry Ellis Perry Ellis 18,165 SAR,Dolce&Gabbana,none,Women,Perfume,Extravagant,Floral,Blue,100 ml,2017,"Lemon, Granny Smith apple, Marigold, Jasmine, Amberwood, Musk.",Eau de Parfum,"Lemon, Granny Smith Apple","Calendula, Jasmine"
Paris Hilton Gold Rush,254 SAR,Dolce&Gabbana,none,Women,Perfume,Extravagant,Floral,Blue,100 ml,2017,"Lemon, Granny Smith apple, Marigold, Jasmine, Amberwood, Musk.",Eau de Parfum,"Lemon, Granny Smith Apple","Calendula, Jasmine"
Paloma Picasso Paloma Picasso,240 SAR,Dolce&Gabbana,none,Women,Perfume,Extravagant,Floral,Blue,100 ml,2017,"Lemon, Granny Smith apple, Marigold, Jasmine, Amberwood, Musk.",Eau de Parfum,"Lemon, Granny Smith Apple","Calendula, Jasmine"
Paco Rabanne Ultraviolet,276 SAR,Dolce&Gabbana,none,Women,Perfume,Extravagant,Floral,Blue,100 ml,2017,"Lemon, Granny Smith apple, Marigold, Jasmine, Amberwood, Musk.",Eau de Parfum,"Lemon, Granny Smith Apple","Calendula, Jasmine"
